State,County,Date,Raw Description,Information type,Mitigation type,Note,UserID,Source
California,San Mateo,3/10/2020,"With the number of reported cases rising statewide, eight counties — Calaveras, Contra Costa, San Benito, San Bernardino, Sutter and Yuba — declare emergencies, while Alameda and San Mateo ratify earlier emergency declarations from health officials.",government,state of emergency,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Santa Clara ,3/10/2020,"Santa Clara County bans gatherings of 1,000 people or more.",government,events cancelled,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Sutter,3/10/2020,"With the number of reported cases rising statewide, eight counties — Calaveras, Contra Costa, San Benito, San Bernardino, Sutter and Yuba — declare emergencies, while Alameda and San Mateo ratify earlier emergency declarations from health officials.",government,state of emergency,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Yuba,3/10/2020,"With the number of reported cases rising statewide, eight counties — Calaveras, Contra Costa, San Benito, San Bernardino, Sutter and Yuba — declare emergencies, while Alameda and San Mateo ratify earlier emergency declarations from health officials.",government,state of emergency,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Alameda ,3/11/2020,"Alameda County bans events of 1,000 people. The San Francisco Giants and Oakland A's announce that preseason exhibition games will be impacted.",government,events cancelled,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Humboldt,3/11/2020,"Humboldt and Santa Clara counties declare local emergencies. At the time, Humboldt has zero reported cases of the novel coronavirus, while Santa Clara has 48 confirmed cases and has already canceled all events of 1,000 or more people.",government,state of emergency,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Los Angeles,3/11/2020,"The first person to die of the coronavirus in Los Angeles County is reported as health officials tally 29 cases in the county as California Gov. Gavin Newsom urges the state's nearly 40 million residents to avoid sporting event, concerts and large gatherings to precent its spread.",government,other,avoid large gatherings,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,San Francisco,3/11/2020,"San Francisco bans public gatherings of 1,000 people or more. As a result, the Golden State Warriors announce plans to play their upcoming game against the Brooklyn Nets at Chase Center without fans present. All events at Chase Center are cancelled through March 21.",government,events cancelled,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Francisco Bay Area,3/12/2020,San Francisco Unified School district announces all schools will close starting Monday for three weeks. Other districts soon follow.,government,school closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Mateo ,3/12/2020,San Mateo County bans all gatherings of 250 people or more.,government,events cancelled,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/12/2020,"On March 12, Governor Newsom announced that mass gatherings over 250 people were banned until the end of March. He also issued an order to permit the state to commandeer hotels and medical facilities to treat coronavirus patients.",government,other,limited gatherings,SS49,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California
California,,3/12/2020,"Disney Resort officials announce that Disneyland, California Adventure, Disney World and Disneyland Paris Resort theme parks are shutting their doors.",other,non-essential closing,Disneyland closed,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,,3/12/2020,"Newsom signs an executive order that, among other things, extends the state tax deadline by 60 days, allows the state to commandeer property as needed, and allows local and state legislative bodies to act via teleconference.",government,,tax deadline extended 60 days,SS49,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Concord,3/13/2020,CONCORD DECLARES STATE OF EMERGENCY,government,state of emergency,,CE75,https://www.cityofconcord.org/850/COVID-19-Response
California,San Francisco,3/13/2020,San Francisco bans gatherings of 100 people or more.,government,movement restriction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Santa Clara,3/13/2020,Santa Clara County declares a moratorium on gatherings and community events with more than 100 people,government,movement restriction,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Sonoma ,3/13/2020,Sonoma County bans gatherings of 250 people or more.,government,movement restriction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/13/2020,"More than 5.7 million K-12 California children, including more than nine out of 10 public school students, are sent home from school starting Monday, March 16, after coronavirus concerns move districts to close.",government,school closing,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Contra Costa,3/14/2020,"Contra Costa County bans groups of 100+ people, effective at midnight.",government,movement restriction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Lake Tahoe,3/14/2020,Many Lake Tahoe-area ski resorts announce closures.,other,non-essential closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Los Angeles,3/14/2020,Lakers Announce Information on Ticket Refunds Amidst Coronavirus Cancellations,other,events cancelled,,ZE01,https://www.nbclosangeles.com/news/sports/lakers-announce-information-on-ticket-refunds-amidst-coronavirus-cancellations/2329108/
California,Los Angeles,3/14/2020,Los Angeles International Airport is designated by the U.S. Department of Homeland Security as one of 13 airports that will screen Americans and their immediate families returning from a list of restricted countries for the coronavirus.,government,other,airport screening,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,San Mateo,3/14/2020,San Mateo County bans gatherings of 50 people or more.,government,movement restriction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/15/2020,Newsom asks seniors to stay home (and restricts senior home visits to end-of-life visits) and asks bars and restaurants to reduce capacity.,government,movement restriction,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Alameda,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Concord,3/16/2020,RESIDENTS ORDERED TO SHELTER IN PLACE,government,stay at home,,CE75,https://www.cityofconcord.org/850/COVID-19-Response
California,Contra Costa,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Los Angeles,3/16/2020,"In response to the coronavirus, many cities throughout California are issuing emergency orders and placing temporary restrictions on certain business, such as restaurants, bars, movie theaters, bowling alleys, arcades, and gyms.  Los Angeles City has issued an order to temporary close these type of establishments until March 31, 2020.",government,non-essential closing,,ZE01,https://www.californiaemploymentlawreport.com/2020/03/california-employment-considerations-during-temporary-shutdowns-due-to-coronavirus/
California,Los Angeles,3/16/2020,"The Archdiocese of Los Angeles announces the suspension of masses due to the coronavirus pandemic. ""I deeply regret that we are forced to temporarily suspend public celebration of the Mass in the Archdiocese of Los Angeles,"" Archbishop José H. Gomez says in a statement.",other,non-essential closing,masses suspended,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,Los Angeles,3/16/2020,"Los Angeles County orders the closure of bars, gyms, and entertainment centers, and restricts restaurants to just take-out or delivery service as the nation faced the rapidly-spreading coronavirus outbreak. The move affects the county's estimated 10 million people.",government,non-essential closing,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,Marin County,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Diego,3/16/2020,"Out of an abundance of caution, and in consultation with local public health, all San Diego County school districts have closed effective March 16 in order to curb the potential transmission of the coronavirus (COVID-19).",other,school closing,,ZE01,https://www.sdcoe.net/news/Pages/March-COVID-19-School-Closures.aspx
California,San Francisco,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Francisco Bay Area,3/16/2020,"Verily Health launches website to allow people to apply for an appointment for a coronavirus test. The first two drive-through testing sites open at the San Mateo Event Center and Santa Clara County Fairgrounds in San Jose. Verily, formerly Google Life Sciences, is a subsidiary of Alphabet, Google's parent company.",other,new public services,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Francisco Bay Area,3/16/2020,"SFMTA announces cable car service will be suspended, among other changes.",other,public service reduction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Francisco Bay Area,3/16/2020,Most Bay Area public libraries close. Some buildings are repurposed as child care centers.,other,public service reduction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Mateo,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Santa Clara,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Santa Cruz,3/16/2020,Shelter in place order announced,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Alpine,3/17/2020,Public Health Brief about coronavirus to Alpine County,government,other,,ZE01,https://www.alpinecountyca.gov/DocumentCenter/View/2890
California,Mendocino ,3/17/2020,"Mendocino, Monterey, San Benito and Sonoma counties adopt shelter-in-place orders.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Monterey,3/17/2020,"Mendocino, Monterey, San Benito and Sonoma counties adopt shelter-in-place orders.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Orange County,3/17/2020,County Health official ban on gatherings and non essential work,government,work restriction,,ZE01,https://www.ochealthinfo.com/civicax/filebank/blobdload.aspx?BlobID=114362
California,San Benito,3/17/2020,"Mendocino, Monterey, San Benito and Sonoma counties adopt shelter-in-place orders.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Sonoma,3/17/2020,"Mendocino, Monterey, San Benito and Sonoma counties adopt shelter-in-place orders.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Ventura,3/17/2020,Ventura County tells at-risk residents (i.e. those over 70-years old with health conditions and over 75 in general) to shelter-in-place.,government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/17/2020,Courts in state stop hearing cases,other,public service reduction,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,,3/17/2020,Newsom signs emergency legislation for up to $1.1 billion — the initial amount is $500 million — to fight COVID-19. He also says he doesn’t expect schools to reopen before summer vacation and signs an executive order easing interstate shipping regulations.,government,other,,SS49,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Lake County,3/18/2020,Lake County issues shelter in place order to begin at midnight. There are no known cases of coronavirus in Lake County.,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Mendocino,3/18/2020,"First case of coronavirus announced in Mendocino County, as well as a shelter in place order.",government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Napa,3/18/2020,"Napa County issues shelter in place order to begin at midnight on Friday, Mar. 20.",government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Nevada,3/18/2020,"Kaiser Permanente was one of the first hospital systems in Northern California to announce that they would be doing drive-thru testing, and now Dignity Health in Grass Valley has followed suit.",government,new public service,,ZE01,https://www.kcra.com/article/drive-thru-coronavirus-testing-available-in-norcal/31741439
California,Orange County,3/18/2020,Revised guidelines about work and school restrictions,government,work restriction,,ZE01,https://www.ochealthinfo.com/civicax/filebank/blobdload.aspx?BlobID=114423
California,San Luis Obispo,3/18/2020,"More seven counties — Lake, Napa, San Luis Obispo, Solano, Sutter, Yolo, and Yuba — adopt shelter-in-place policies as the total number of cases in the state rises.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Solano,3/18/2020,Solano County issues shelter in place order to take effect immediately.,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Sutter,3/18/2020,"More seven counties — Lake, Napa, San Luis Obispo, Solano, Sutter, Yolo, and Yuba — adopt shelter-in-place policies as the total number of cases in the state rises.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Yolo,3/18/2020,"More seven counties — Lake, Napa, San Luis Obispo, Solano, Sutter, Yolo, and Yuba — adopt shelter-in-place policies as the total number of cases in the state rises.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Yuba,3/18/2020,"More seven counties — Lake, Napa, San Luis Obispo, Solano, Sutter, Yolo, and Yuba — adopt shelter-in-place policies as the total number of cases in the state rises.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/18/2020,The California State Parks close campgrounds,other,non-essential closing,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,,3/18/2020,Restaurants Close,other,non-essential closing,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,,3/18/2020,"Newsom authorizes $150 million to aid the homeless and suspends standardized testing for K-12 students. He also extends deadlines for some social safety net services. He warns that 56% of the population, including more than 60,000 homeless, could get the virus in the next eight weeks.",government,other,,SS49,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/19/2020,"the State Public Health Officer has designated the following list of “Essential Critical Infrastructure Workers” to help state, local, tribal, and industry partners as they work to protect communities, while ensuring continuity of functions critical to public health and safety, as well as economic and national security.",government,non-essential closing,,ZE01,https://covid19.ca.gov/img/EssentialCriticalInfrastructureWorkers.pdf
California,,3/19/2020,"The governor orders people to stay home. Unlike some of his previous requests, this order is legally enforceable. Violation can result in a misdemeanor with up to $1,000 in fines or six months imprisonment.",government,stay at home,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Concord,3/20/2020,RESOURCES FOR BUSINESSES IMPACTED BY COVID-19,government,new public services,,CE75,https://www.cityofconcord.org/850/COVID-19-Response
California,Los Angeles,3/20/2020,"Los Angeles Mayor Eric Garcetti issues a ""safe at home"" health order stopping non-essential activities outside of residences in response to COVID-19.",government,non-essential closing,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,,3/20/2020,"Newsom deploys National Guard to help distribute food, as need grows and volunteer forces dwindle",government,new public services,,SS49,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/21/2020,Newsom issues an executive order increasing capacity of healthcare facilities and says California is leasing two hospitals for three months at a cost of $30 million.,government,new public services,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Lake County,3/22/2020,Lake County restricts lodging and waterways to discourage visitors.,government,non-essential closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Los Angeles,3/22/2020,"Los Angeles closes city golf courses, sports facilities and beach parking lots after residents enjoying the weekend sun get too close to each other.",government,non-essential closing,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Marin County,3/22/2020,"Marin County announces it will close all parks indefinitely, starting Monday, Mar. 23, following an overwhelming number of weekend visitors.",government,non-essential closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/22/2020,President Trump issues a major disaster declaration for the state of California.,government,state of emergency,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Contra Costa,3/23/2020,Contra Costa County offers drive-thru testing for first responders and health care workers.,government,new public services,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Los Angeles,3/23/2020,Los Angeles County Parks and Recreation trails are shut down due to overcrowding over the weekend.,other,non-essential closing,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,San Francisco Bay Area,3/23/2020,BART reduces service hours to 5am-9pm weekdays and 8am-9pm weekends due to ridership losses approaching 90%.,other,public service reduction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/23/2020,Newsom closes parking lots to state beaches and parks to reduce gathering.,government,non-essential closing,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/23/2020,"All schools in the nation's second-largest school district will remain closed through May 1, after having been closed for a week due to the spread of the novel coronavirus.",other,school closing,extended until 05/01,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,Mendocino,3/24/2020,"On March 24, Mendocino County revised its shelter-in-place order to align with the state order including a stricter list of essential businesses, closure of all parks within Mendocino County, and for the order to be in place until rescinded.",government,stay at home,parks closed,SS49,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California
California,San Francisco Bay Area,3/25/2020,"Most Bay Area schools extend closures through May 1. This includes schools in Alameda, Contra Costa, Marin, San Mateo, San Francisco, and Santa Clara counties. Schools have been closed since March 16.",government,school closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/25/2020,"Gov. Gavin Newsom announces financial help for Californians, including a 90-day waiver of mortgage payments by Wells Fargo, U.S. Bank, Citigroup, JPMorgan Chase, and roughly 200 smaller banks and credit unions. Bank of America has agreed to a 30-day waiver. For the next 60 days, there is a moratorium on initiating foreclosure sales or evictions.",government,new public services,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Los Angeles,3/26/2020,"The Los Angeles County Sheriff's Department says his department is closing gun stores in unincorporated areas of the county and the 42 cities where it provides law enforcement, after suspending efforts earlier this week following the county counsel's office declaring gun stores essential businesses during the COVID-19 outbreak.",other,non-essential closing,,SS49,https://www.nbclosangeles.com/news/local/a-coronavirus-timeline/2334100/
California,San Francisco Bay Area,3/26/2020,SFMTA announces that Muni metro and light rail service will be suspended starting Mar. 30.,other,public service reduction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/26/2020,"After an employee in Riverside County tests positive for coronavirus, the Department of Motor Vehicles shuts down field offices to visits and appointments through the beginning of April.",government,public service reduction,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,Los Angeles,3/27/2020,"The USNS Mercy, a Navy hospital ship, arrives in Los Angeles and will begin taking non-coronavirus patients on Saturday to relieve the burden on medical facilities.",other,other,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/27/2020,Governor Gavin Newsom issues a statewide moratorium on the eviction of renters.,government,other,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/28/2020,"California gets 170 more ventilators as part of a federal aid package, but they don’t work, and must be refurbished.",government,new public services,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/29/2020,All California state parks close.,government,non-essential closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Francisco Bay Area,3/30/2020,The shelter in place orders affecting most of the Bay Area will soon be extended to May 1.,government,stay at home,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,,3/30/2020,"Newsom asks retired medical professionals to return to the fray and help efforts to contain and treat the virus. There are 37,000 retired and part-time health care professionals who could be tapped to help hospitals should cases continue to surge.",government,new public services,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/30/2020,"On March 30, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties extended the legal order directing their respective residents to shelter in place to May 3.",government,stay at home,until 05/03,SS49,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California
California,Concord,3/31/2020,STAY HOME ORDER EXTENDED TO MAY 3,government,stay at home,,CE75,https://www.cityofconcord.org/850/COVID-19-Response
California,,3/31/2020,"One day after Gov. Gavin Newsom formed the California Health Corps, over 25,000 licensed health care professionals signed up.",other,new public services,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,3/31/2020,"State Superintendent of Public Instruction Tony Thurmond tells county education officials in a letter that its likely social distancing measures will keep schools closed for the remainder of the academic year. Instead, schools should focus on distance learning efforts.",other,school closing,,SS49,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,4/1/2020,Governor Newsom officially announced that public schools will be closed for the rest of the academic year.,government,school closing,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Diego,4/2/2020,Mask-Wearing Policies Added to San Diego County’s Public Health Order.  The public health orders for the first time set guidelines for mask-wearing in San Diego County and added several other regulations for businesses and public spaces,government,wear masks,,ZE01,https://www.nbcsandiego.com/news/local/mask-wearing-policies-added-to-san-diego-countys-public-health-order/2298442/
California,San Francisco,4/3/2020,"Face covers, not surgical masks, recommended across Bay Area; health officials urge people to choose cloth material",government,wear masks,,ZE01,https://abc7news.com/bay-area-face-clofh-mask-wear-for-make/6072741/
California,,4/3/2020,"The Federal Emergency Management Agency agrees to fund 75% of the cost of housing the homeless in hotels and motels. Under an initiative called “Project Roomkey,” California hopes to secure 15,000 rooms to help slow the spread of the virus.",government,new public services,,SS49,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,,4/4/2020,Newsom announced a new testing task force leading an effort to create five to seven of what Newsom called testing “hubs” in partnership with UC San Diego and UC Davis.,government,new public services,,DT05,https://calmatters.org/health/coronavirus/2020/04/gavin-newsom-coronavirus-updates-timeline/
California,San Diego,4/6/2020,"Businesses Can Require Patrons to Wear Facial Coverings, County Says",other,wear masks,,ZE01,https://www.nbcsandiego.com/news/local/businesses-can-require-patrons-to-wear-facial-coverings-county-says/2300635/
California,San Francisco Bay Area,4/6/2020,BART makes additional service reductions; trains will run once every 30 minutes.,other,public service reduction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,San Francisco Bay Area,4/6/2020,MUNI begins to reduce service from 68 bus routes to just 17.,other,public service reduction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Los Angeles,4/7/2020,"On April 7, Mayor of Los Angeles Eric Garcetti announced that in accordance with recent CDC recommendations, it would institute a Worker Protection Order beginning April 10, requiring all employees and customers of stores and essential businesses to wear a face mask. Businesses will have the right to refuse service to customers who do not wear a face mask.",government,wear masks,,SS49,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California
California,,4/7/2020,"Coronavirus: Six Bay Area counties’ schools staying closed for rest of academic year.  Schools will be closed in Alameda, Contra Costa, Marin, San Mateo, Santa Clara and San Francisco counties",other,school closing,,ZE01,https://www.mercurynews.com/2020/04/07/coronavirus-schools-in-six-bay-area-counties-to-remain-closed-for-the-year/
California,Santa Cruz,4/8/2020,"At midnight, beaches in Santa Cruz County will be closed for one week to keep people away during Easter weekend and Spring Break. Violators risk a $1,000 fine.",government,movement restriction,,CE75,https://abc7news.com/timeline-of-coronavirus-us-coronvirus-bay-area-sf/6047519/
California,Sacremento,4/9/2020,"Since the outbreak, several counties in California, including Sacramento and San Joaquin, have introduced drive-thru testing services.",government,new public service,,ZE01,https://www.kcra.com/article/northern-california-coronavirus-covid-19-testing-sacramento-san-joaquin/32100646
California,,4/9/2020,"On April 9, Governor Newsom announced the state would pay for hotel rooms for hospital and other essential workers afraid of returning home and infecting family members",government,other,,SS49,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California
California,Concord,4/10/2020,CONCORD URGES RESIDENTS TO USE PARKS RESPONSIBLY,government,movement restriction,,CE75,https://www.cityofconcord.org/850/COVID-19-Response
California,Los Angeles,4/11/2020,Los Angeles County is extending its stay-at-home order through at least May 15.,government,stay at home,,ZE01,https://www.latimes.com/california/story/2020-04-11/stay-at-home-orders-extended-as-california-coronavirus-deaths-near-600
California,San Francisco,4/13/2020,"BART will temporarily close several entrances across the greater Bay Area (San Francisco, Alameda, Santa Clara). The closures will help us focus our cleaning efforts and to improve safety for our employees and riders during times of record low ridership and the COVID-19 pandemic. ",government,public service reduction,,ZE01,https://www.bart.gov/news/articles/2020/news20200225
Colorado,,3/2/2020,"Governor Polis announced that the state has raised its emergency preparedness level to level 2, with 10 state agencies having a representative available for contact at all hours of the day.",government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/10/2020,Govenor Polis declared state of emergency,government,state of emergency,,HD09,https://industry.colorado.com/what-know-about-covid-19-and-colorado-travel
Colorado,,3/11/2020,First Drive-In Testing site opens in Lowry,other,new public service,,GN52,https://www.thedenverchannel.com/news/national/coronavirus/colorados-first-drive-up-covid-19-testing-facility-opens-in-denver-is-free-of-charge
Colorado,,3/11/2020,Conference on World Affairs cancelled,other,events cancelled,,GN52,https://www.dailycamera.com/cu-boulder-cancels-conference-on-world-affairs
Colorado,,3/11/2020,Colorado University announces that they will be moving all classes online in order to promote social distancing and protect students from the virus.,other,school closing,,KA31,https://www.denverpost.com/2020/04/08/colorado-coronavirus-covid-timeline/
Colorado,,3/11/2020,Colorado State Univeristy announves that they will be moving all classes online in order to promote social distancing and protect students from the virus.,other,school closing,,KA31,https://www.denverpost.com/2020/04/08/colorado-coronavirus-covid-timeline/
Colorado,,3/11/2020,Denver Univeristy announves that they will be moving all classes online in order to promote social distancing and protect students from the virus.,other,school closing,,KA31,https://www.denverpost.com/2020/04/08/colorado-coronavirus-covid-timeline/
Colorado,Denver,3/13/2020,Denver Mayor Micheal Hancock cancelled public events at city owned venues,government,events cancelled,,HD09,https://www.denver.org/about-denver/travel-advisory/
Colorado,,3/14/2020,The Governor issued an executive order directing downhill ski resorts to suspend operations for one week to slow the spread of COVID-19 and conserve medical resources in the state’s mountain communities.,government,non-essential closing,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/14/2020,State legislature enters two week recess,government,other,,GN52,https://leg.colorado.gov/sites/default/files/documents/2020A/bills/2020a_hjr1007_01.pdf
Colorado,,3/16/2020,"The Colorado Department of Public Health and Environment issued a public health order to close bars, restaurants, gyms, theaters, and casinos to slow the spread of COVID-19, effective at 8:00 AM on March 17 for the duration of 30 days.",government,non-essential closing,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/16/2020,The Governor announced Department of Motor Vehicles and all Department of Revenue facilities will be closed to the public for one month from March 18 – April 18,government,non-essential closing,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/16/2020,The Colorado Department of Education has received a waiver from the US Department of Agriculture to continue serving free and reduced meals to r students while schools are closed.,government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/18/2020,"The Governor announced the launch of the Help Colorado Now effort where Coloradans can donate or volunteer, as well as the Colorado COVID Relief Fund",government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/18/2020,The Governor issued an executive order suspending in-person learning in public and private schools across the state from March 23 to April 17.,government,school closing,,HD09,https://www.nga.org/coronavirus/
